artifactType,artifactLabel,domain,competencyLabel,difficulty,priority,candidateCount,sampleQuestionIds,artifactBrief,generationPrompt
"source-comparison-pack","Source comparison / version evidence","D4","Data protection and privacy","proficient","high","11","NH-CORE-GENERAL-D4-DATA-PRIVACY-PROFICIENT-02; NH-CORE-GENERAL-D4-DATA-PRIVACY-PROFICIENT-05; NH-FUNCTION-PEOPLE-D4-DATA-PRIVACY-PROFICIENT-03; NH-FUNCTION-SALES-D4-DATA-PRIVACY-PROFICIENT-01; NH-FUNCTION-SALES-D4-DATA-PRIVACY-PROFICIENT-02; NH-FUNCTION-SALES-D4-DATA-PRIVACY-PROFICIENT-03; NH-FUNCTION-SALES-D4-DATA-PRIVACY-PROFICIENT-04; NH-FUNCTION-CUSTOMERSERVICE-D4-DATA-PRIVACY-PROFICIENT-01","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D4","Data protection and privacy","advanced","high","11","NH-CORE-GENERAL-D4-DATA-PRIVACY-ADVANCED-02; NH-CORE-GENERAL-D4-DATA-PRIVACY-ADVANCED-05; NH-FUNCTION-PEOPLE-D4-DATA-PRIVACY-ADVANCED-03; NH-FUNCTION-SALES-D4-DATA-PRIVACY-ADVANCED-01; NH-FUNCTION-SALES-D4-DATA-PRIVACY-ADVANCED-02; NH-FUNCTION-SALES-D4-DATA-PRIVACY-ADVANCED-03; NH-FUNCTION-SALES-D4-DATA-PRIVACY-ADVANCED-04; NH-FUNCTION-CUSTOMERSERVICE-D4-DATA-PRIVACY-ADVANCED-01","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D5","Strategy and transformation","proficient","high","11","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-02; NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-05; NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-PROFICIENT-06; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-PROFICIENT-01; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-PROFICIENT-03; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-PROFICIENT-02; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-PROFICIENT-03; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-PROFICIENT-04","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"workflow-trace","Workflow / agent trace","D5","Use-case evaluation","applied","high","11","NH-CORE-GENERAL-D5-USECASE-FIT-APPLIED-06; NH-FUNCTION-GENERAL-D5-USECASE-FIT-APPLIED-01; NH-FUNCTION-GENERAL-D5-USECASE-FIT-APPLIED-03; NH-FUNCTION-PEOPLE-D5-USECASE-FIT-APPLIED-04; NH-FUNCTION-MARKETING-D5-USECASE-FIT-APPLIED-02; NH-FUNCTION-TECHNICAL-D5-USECASE-FIT-APPLIED-01; NH-FUNCTION-TECHNICAL-D5-USECASE-FIT-APPLIED-02; NH-FUNCTION-TECHNICAL-D5-USECASE-FIT-APPLIED-03","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","Strategy and transformation","applied","high","11","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-APPLIED-04; NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-APPLIED-06; NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-APPLIED-08; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-APPLIED-02; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-APPLIED-02; NH-EXECUTIVE-FINANCE-D5-TRANSFORMATION-STRATEGY-APPLIED-03; NH-EXECUTIVE-TECHNOLOGY-D5-TRANSFORMATION-STRATEGY-APPLIED-01; NH-EXECUTIVE-TECHNOLOGY-D5-TRANSFORMATION-STRATEGY-APPLIED-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D3","Data and chart judgment","awareness","high","10","NH-CORE-GENERAL-D3-DATA-CHART-JUDGMENT-AWARENESS-03; NH-CORE-GENERAL-D3-DATA-CHART-JUDGMENT-AWARENESS-07; NH-FUNCTION-GENERAL-D3-DATA-CHART-JUDGMENT-AWARENESS-02; NH-FUNCTION-FINANCE-D3-DATA-CHART-JUDGMENT-AWARENESS-03; NH-EXECUTIVE-BOARD-D3-DATA-CHART-JUDGMENT-AWARENESS-01; NH-EXECUTIVE-BOARD-D3-DATA-CHART-JUDGMENT-AWARENESS-02; NH-EXECUTIVE-FINANCE-D3-DATA-CHART-JUDGMENT-AWARENESS-01; NH-EXECUTIVE-FINANCE-D3-DATA-CHART-JUDGMENT-AWARENESS-02","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D6","Change enablement","awareness","high","10","NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-AWARENESS-01; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-AWARENESS-03; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-AWARENESS-07; NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-AWARENESS-01; NH-INDUSTRY-EDUCATION-D6-CHANGE-ENABLEMENT-AWARENESS-02; NH-INDUSTRY-EDUCATION-D6-CHANGE-ENABLEMENT-AWARENESS-04; NH-EXECUTIVE-CEO-D6-CHANGE-ENABLEMENT-AWARENESS-03; NH-EXECUTIVE-PEOPLE-D6-CHANGE-ENABLEMENT-AWARENESS-01","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D6","Learning and improvement loops","advanced","high","10","NH-CORE-GENERAL-D6-LEARNING-LOOPS-ADVANCED-01; NH-INDUSTRY-EDUCATION-D6-LEARNING-LOOPS-ADVANCED-04; NH-EXECUTIVE-CEO-D6-LEARNING-LOOPS-ADVANCED-02; NH-EXECUTIVE-CEO-D6-LEARNING-LOOPS-ADVANCED-03; NH-EXECUTIVE-CEO-D6-LEARNING-LOOPS-ADVANCED-04; NH-EXECUTIVE-PEOPLE-D6-LEARNING-LOOPS-ADVANCED-01; NH-EXECUTIVE-PEOPLE-D6-LEARNING-LOOPS-ADVANCED-03; NH-EXECUTIVE-PEOPLE-D6-LEARNING-LOOPS-ADVANCED-04","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D5","Strategy and transformation","advanced","high","10","NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-ADVANCED-02; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-ADVANCED-03; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-ADVANCED-04; NH-EXECUTIVE-FINANCE-D5-TRANSFORMATION-STRATEGY-ADVANCED-01; NH-EXECUTIVE-FINANCE-D5-TRANSFORMATION-STRATEGY-ADVANCED-02; NH-EXECUTIVE-FINANCE-D5-TRANSFORMATION-STRATEGY-ADVANCED-03; NH-EXECUTIVE-FINANCE-D5-TRANSFORMATION-STRATEGY-ADVANCED-04; NH-EXECUTIVE-TRANSFORMATION-D5-TRANSFORMATION-STRATEGY-ADVANCED-02","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D6","Learning and improvement loops","proficient","high","10","NH-EXECUTIVE-CEO-D6-LEARNING-LOOPS-PROFICIENT-02; NH-EXECUTIVE-CEO-D6-LEARNING-LOOPS-PROFICIENT-03; NH-EXECUTIVE-CEO-D6-LEARNING-LOOPS-PROFICIENT-04; NH-EXECUTIVE-PEOPLE-D6-LEARNING-LOOPS-PROFICIENT-01; NH-EXECUTIVE-PEOPLE-D6-LEARNING-LOOPS-PROFICIENT-02; NH-EXECUTIVE-PEOPLE-D6-LEARNING-LOOPS-PROFICIENT-03; NH-EXECUTIVE-PEOPLE-D6-LEARNING-LOOPS-PROFICIENT-04; NH-EXECUTIVE-TRANSFORMATION-D6-LEARNING-LOOPS-PROFICIENT-02","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"media-asset-review","Media / asset provenance evidence","D3","Source and claim verification","awareness","high","10","NH-CORE-GENERAL-D3-SOURCE-VERIFICATION-AWARENESS-01; NH-FUNCTION-GENERAL-D3-SOURCE-VERIFICATION-AWARENESS-04; NH-FUNCTION-PEOPLE-D3-SOURCE-VERIFICATION-AWARENESS-02; NH-FUNCTION-MARKETING-D3-SOURCE-VERIFICATION-AWARENESS-01; NH-FUNCTION-MARKETING-D3-SOURCE-VERIFICATION-AWARENESS-03; NH-FUNCTION-MARKETING-D3-SOURCE-VERIFICATION-AWARENESS-04; NH-EXECUTIVE-CEO-D3-SOURCE-VERIFICATION-AWARENESS-03; NH-EXECUTIVE-PEOPLE-D3-SOURCE-VERIFICATION-AWARENESS-03","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"security-audit-log","Security / access / audit evidence","D4","Regulatory and policy fluency","awareness","high","10","NH-CORE-GENERAL-D4-REGULATORY-POLICY-AWARENESS-03; NH-CORE-GENERAL-D4-REGULATORY-POLICY-AWARENESS-07; NH-FUNCTION-PEOPLE-D4-REGULATORY-POLICY-AWARENESS-04; NH-FUNCTION-FINANCE-D4-REGULATORY-POLICY-AWARENESS-04; NH-INDUSTRY-FINANCIAL-D4-REGULATORY-POLICY-AWARENESS-03; NH-INDUSTRY-HEALTHCARE-D4-REGULATORY-POLICY-AWARENESS-01; NH-INDUSTRY-PUBLIC-D4-REGULATORY-POLICY-AWARENESS-04; NH-EXECUTIVE-BOARD-D4-REGULATORY-POLICY-AWARENESS-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"source-comparison-pack","Source comparison / version evidence","D2","Tool selection and integration","awareness","high","10","NH-CORE-GENERAL-D2-TOOL-SELECTION-AWARENESS-02; NH-CORE-GENERAL-D2-TOOL-SELECTION-AWARENESS-05; NH-FUNCTION-SALES-D2-TOOL-SELECTION-AWARENESS-01; NH-FUNCTION-SALES-D2-TOOL-SELECTION-AWARENESS-02; NH-FUNCTION-SALES-D2-TOOL-SELECTION-AWARENESS-03; NH-FUNCTION-SALES-D2-TOOL-SELECTION-AWARENESS-04; NH-FUNCTION-OPERATIONS-D2-TOOL-SELECTION-AWARENESS-01; NH-FUNCTION-OPERATIONS-D2-TOOL-SELECTION-AWARENESS-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D2","Tool selection and integration","applied","high","10","NH-CORE-GENERAL-D2-TOOL-SELECTION-APPLIED-02; NH-CORE-GENERAL-D2-TOOL-SELECTION-APPLIED-05; NH-FUNCTION-SALES-D2-TOOL-SELECTION-APPLIED-01; NH-FUNCTION-SALES-D2-TOOL-SELECTION-APPLIED-02; NH-FUNCTION-SALES-D2-TOOL-SELECTION-APPLIED-03; NH-FUNCTION-SALES-D2-TOOL-SELECTION-APPLIED-04; NH-FUNCTION-OPERATIONS-D2-TOOL-SELECTION-APPLIED-01; NH-FUNCTION-OPERATIONS-D2-TOOL-SELECTION-APPLIED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D2","Tool selection and integration","proficient","high","10","NH-CORE-GENERAL-D2-TOOL-SELECTION-PROFICIENT-02; NH-CORE-GENERAL-D2-TOOL-SELECTION-PROFICIENT-05; NH-FUNCTION-SALES-D2-TOOL-SELECTION-PROFICIENT-01; NH-FUNCTION-SALES-D2-TOOL-SELECTION-PROFICIENT-02; NH-FUNCTION-SALES-D2-TOOL-SELECTION-PROFICIENT-03; NH-FUNCTION-SALES-D2-TOOL-SELECTION-PROFICIENT-04; NH-FUNCTION-OPERATIONS-D2-TOOL-SELECTION-PROFICIENT-01; NH-FUNCTION-OPERATIONS-D2-TOOL-SELECTION-PROFICIENT-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D2","Agentic workflows","awareness","high","10","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-AWARENESS-02; NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-AWARENESS-05; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-AWARENESS-01; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-AWARENESS-02; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-AWARENESS-03; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-AWARENESS-04; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-AWARENESS-01; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-AWARENESS-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D2","Agentic workflows","applied","high","10","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-APPLIED-02; NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-APPLIED-05; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-APPLIED-01; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-APPLIED-02; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-APPLIED-03; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-APPLIED-04; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-APPLIED-01; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-APPLIED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D2","Agentic workflows","proficient","high","10","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-02; NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-05; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-PROFICIENT-01; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-PROFICIENT-02; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-PROFICIENT-03; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-PROFICIENT-04; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-PROFICIENT-01; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-PROFICIENT-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D2","Agentic workflows","advanced","high","10","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-ADVANCED-02; NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-ADVANCED-05; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-ADVANCED-01; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-ADVANCED-02; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-ADVANCED-03; NH-FUNCTION-CUSTOMERSERVICE-D2-AGENTIC-WORKFLOWS-ADVANCED-04; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-ADVANCED-01; NH-FUNCTION-OPERATIONS-D2-AGENTIC-WORKFLOWS-ADVANCED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D6","Trust and challenge culture","proficient","high","10","NH-CORE-GENERAL-D6-TRUST-CULTURE-PROFICIENT-02; NH-CORE-GENERAL-D6-TRUST-CULTURE-PROFICIENT-05; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-PROFICIENT-03; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-PROFICIENT-01; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-PROFICIENT-02; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-PROFICIENT-03; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-PROFICIENT-04; NH-EXECUTIVE-CEO-D6-TRUST-CULTURE-PROFICIENT-01","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"workflow-trace","Workflow / agent trace","D2","Tool selection and integration","applied","high","10","NH-CORE-GENERAL-D2-TOOL-SELECTION-APPLIED-06; NH-FUNCTION-GENERAL-D2-TOOL-SELECTION-APPLIED-01; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-APPLIED-01; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-APPLIED-02; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-APPLIED-03; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-APPLIED-04; NH-EXECUTIVE-TECHNOLOGY-D2-TOOL-SELECTION-APPLIED-01; NH-EXECUTIVE-TECHNOLOGY-D2-TOOL-SELECTION-APPLIED-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D2","Tool selection and integration","proficient","high","10","NH-CORE-GENERAL-D2-TOOL-SELECTION-PROFICIENT-06; NH-FUNCTION-GENERAL-D2-TOOL-SELECTION-PROFICIENT-01; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-PROFICIENT-01; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-PROFICIENT-02; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-PROFICIENT-03; NH-FUNCTION-TECHNICAL-D2-TOOL-SELECTION-PROFICIENT-04; NH-EXECUTIVE-TECHNOLOGY-D2-TOOL-SELECTION-PROFICIENT-01; NH-EXECUTIVE-TECHNOLOGY-D2-TOOL-SELECTION-PROFICIENT-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D4","Data protection and privacy","awareness","high","10","NH-CORE-GENERAL-D4-DATA-PRIVACY-AWARENESS-06; NH-FUNCTION-GENERAL-D4-DATA-PRIVACY-AWARENESS-01; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-AWARENESS-01; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-AWARENESS-02; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-AWARENESS-03; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-AWARENESS-04; NH-EXECUTIVE-TECHNOLOGY-D4-DATA-PRIVACY-AWARENESS-01; NH-EXECUTIVE-TECHNOLOGY-D4-DATA-PRIVACY-AWARENESS-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D4","Data protection and privacy","applied","high","10","NH-CORE-GENERAL-D4-DATA-PRIVACY-APPLIED-06; NH-FUNCTION-GENERAL-D4-DATA-PRIVACY-APPLIED-01; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-APPLIED-01; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-APPLIED-02; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-APPLIED-03; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-APPLIED-04; NH-EXECUTIVE-TECHNOLOGY-D4-DATA-PRIVACY-APPLIED-01; NH-EXECUTIVE-TECHNOLOGY-D4-DATA-PRIVACY-APPLIED-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D4","Data protection and privacy","proficient","high","10","NH-CORE-GENERAL-D4-DATA-PRIVACY-PROFICIENT-06; NH-FUNCTION-GENERAL-D4-DATA-PRIVACY-PROFICIENT-01; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-PROFICIENT-01; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-PROFICIENT-02; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-PROFICIENT-03; NH-FUNCTION-TECHNICAL-D4-DATA-PRIVACY-PROFICIENT-04; NH-EXECUTIVE-TECHNOLOGY-D4-DATA-PRIVACY-PROFICIENT-01; NH-EXECUTIVE-TECHNOLOGY-D4-DATA-PRIVACY-PROFICIENT-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
